title,year,plot,genre
Texas Chainsaw Massacre,2022,"After 48 years of hiding, Leatherface returns to terrorize a group of idealistic young friends who accidentally disrupt his carefully shielded world in a remote Texas town.",Crime
The Bigfoot Legacy,2022,"For a group of friends, their vacation turns into a horrific weekend after they discovered that Bigfoot is real.",Horror
Venice at Dawn,2022,It is based on the classic British stage farce and a comedy of misunderstandings centered around a relationship break up and a painting which is called Venice at Dawn.,Comedy
The Wolf Will Hunt,2022,"On his last night of freedom a killer plans the worst killing spree the city of London has ever seen. But as the evening progresses, his reality begins to crumble around him.",Horror
The Woman Under the Bed,2022,Ferris is trying to write a screen-play and One night a Woman crawls out from under his bed and they seem to recognize each other. She tells him that she is here for a purpose but he won't get the answer till morning.,Drama
Ram Setu,2022,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage.,Action
Selfish,2022,A series of strange coincidences attract three random people together to an event that will change their life forever.,Thriller
Objetos,2022,"Mario, a worker in ""lost and found"" department, finds a suitcase with a dead baby inside.",Thriller
Miracle in Cell No. 7,2022,"A mentally ill man faces the consequences of a corrupt Indonesian politician as he is wrongly accused of murder, and all he wishes is to see his daughter again.",Drama
Merindu Cahaya de Amstel,2022,Nico and Khadija's relationship that has a mutual heart but is hindered by the bitter story of the past and the difference in beliefs between the two.,Drama
Tsunami,2022,23 million people should be evacuated in 2 hours.,Drama
Babyface,2022,Johann Hunt is an Estonian-born young man who struggles to find a place in this world. He decides to follow his legendary father's footsteps in order to become a professional wrestler. His new journey starts when he moves over to England. Not long after he dives into the world of wrestling where everything becomes possible. This is an emotional and motivational story about always standing back up on your feet when you need to scratch and crawl through pain and self-doubts. How long is the road ahead of him?,Drama
God's Country,2022,"When a college professor confronts two hunters she catches trespassing on her property, she's drawn into an escalating battle of wills with catastrophic consequences.",Thriller
The Portable Door,2022,"Paul Carpenter is an intern at a mysterious London firm with unconventional employers, including a CEO who wants to disrupt the ancient magical world with modern corporate practices.",Fantasy
Aurora,2022,The story of a female astronaut stationed in outer space to monitor solar storms that endanger earth. She discovers shock waves from solar storms are bending time.,Drama
Memory,2022,An assassin-for-hire finds that he's become a target after he refuses to complete a job for a dangerous criminal organization.,Action
The Desperate Riders,2022,A loner and a female sharpshooter must save a boy's mother from a ruthless outlaw.,Western
Battlegrounds,2022,"A young stick-up kid turned hip hop artist ,who has muddled through a broken child hood, is offered the performance of a lifetime; but it may cost him his soul.",Thriller
And You Call Yourself a Christian,2022,"Based on the best selling novel of the same name, And You call Yourself A Christian, a woman's new found faith is tested when an unimaginable tragedy turns her life upside down.",Drama
Theaters of War,2022,"If you've seen Top Gun or Transformers, you might suspect all that military machinery comes with strings attached. This influence is not limited to a handful of movies, though. A vast new trove of internal documents reveals that the Pentagon and CIA have doctored thousands of film and television scripts. Parting the curtains on this world, media professor Roger Stahl engages an array of other stunned scholars, frustrated veterans, PR insiders, and industry producers. He reveals in unsettling detail how the US military-industrial complex pushes a version of history that scrubs the screen of war crimes, corruption, criticism of the nuclear arsenal, racism, sexual assault, assassinations, and torture. From James Bond to Jack Ryan, Captain Marvel to Cake Boss, the creation of this other ""cinematic universe"" is one of the great PR coups of our time.",Documentary
Soof 3,2022,"Sophie finally seems to have her life back on track. She's happy, her restaurant is booming and her kids are ready to leave the nest. As usual, Sophie tries to keep way too many balls in the air at the same time. Then she get's some bad news at the same time her daughter Sacha comes home from abroad to introduce her fiancée. Sophie gratefully embraces her daughter's upcoming wedding as an excuse to bury her head in the sand. Soof must learn to accept help from her loved ones and that she's worthy of their concern.",Comedy
Lasciarsi un giorno a Roma,2022,A romantic comedy about how hard it is to separate after many years of living together.,Comedy
Dio: Dreamers Never Die,2022,"The first career spanning documentary on the heavy metal vocalist to be authorized by the artist's estate includes scenes with peers, family and friends; never before seen footage; personal photos.",Documentary
The Doll 3,2022,"After being possessed by the spirit of her late brother, a wicked doll terrorizes a woman and her loved ones.",Horror
